,,x_ses_2,x_ses,X,Season,Trend,random,y,Case,Value
46,10,5.00,0.767,10.800,-0.981,0.540,0.013,-0.428,Zone,Inshore
47,10,5.00,0.783,10.900,-0.995,0.545,0.093,-0.357,Zone,Inshore
48,10,5.00,0.800,11.000,-1.000,0.550,0.044,-0.406,Zone,Inshore
49,10,5.00,0.817,11.100,-0.995,0.555,0.091,-0.348,Zone,Inshore
50,10,5.00,0.833,11.200,-0.979,0.560,0.231,-0.189,Zone,Inshore
51,11,5.50,0.850,11.300,-0.954,0.565,0.038,-0.351,Zone,Inshore
52,11,5.50,0.867,11.400,-0.919,0.570,0.117,-0.232,Zone,Inshore
53,11,5.50,0.883,11.500,-0.875,0.575,0.030,-0.270,Zone,Inshore
54,11,5.50,0.900,11.600,-0.823,0.580,0.115,-0.128,Zone,Inshore
55,11,5.50,0.917,11.700,-0.762,0.585,0.135,-0.042,Zone,Inshore
56,12,6.00,0.933,11.800,-0.694,0.590,0.248,0.145,Zone,Inshore
57,12,6.00,0.950,11.900,-0.618,0.595,0.181,0.158,Zone,Inshore
58,12,6.00,0.967,12.000,-0.537,0.600,0.242,0.305,Zone,Inshore
59,12,6.00,0.983,12.100,-0.450,0.605,0.174,0.329,Zone,Inshore
60,12,6.00,1.000,12.200,-0.358,0.610,0.235,0.487,Zone,Inshore
61,12,6.00,1.017,12.300,-0.263,0.615,0.231,0.582,Zone,Inshore
62,1,0.50,1.033,12.400,-0.166,0.620,0.014,0.469,Zone,Inshore
63,12,6.00,1.050,12.500,-0.066,0.625,0.237,0.796,Zone,Inshore
1,1,0.50,0.017,12.600,0.034,0.630,0.128,0.792,Zone,Inshore
2,1,0.50,0.033,12.700,0.133,0.635,0.141,0.909,Zone,Inshore
3,1,0.50,0.050,12.800,0.232,0.640,0.179,1.051,Zone,Inshore
4,1,0.50,0.067,12.900,0.327,0.645,0.225,1.197,Zone,Inshore
5,1,0.50,0.083,13.000,0.420,0.650,0.023,1.093,Zone,Inshore
6,2,1.00,0.100,13.100,0.509,0.655,0.169,1.333,Zone,Inshore
7,2,1.00,0.117,13.200,0.592,0.660,0.191,1.443,Zone,Inshore
8,2,1.00,0.133,13.300,0.670,0.665,0.116,1.450,Zone,Inshore
9,2,1.00,0.150,13.400,0.740,0.670,0.243,1.654,Zone,Inshore
10,2,1.00,0.167,13.500,0.804,0.675,0.013,1.492,Zone,Inshore
11,3,1.50,0.183,13.600,0.859,0.680,0.020,1.559,Zone,Inshore
12,3,1.50,0.200,13.700,0.906,0.685,0.005,1.596,Zone,Inshore
13,3,1.50,0.217,13.800,0.944,0.690,0.050,1.683,Zone,Inshore
14,3,1.50,0.233,13.900,0.972,0.695,0.106,1.773,Zone,Inshore
15,3,1.50,0.250,14.000,0.991,0.700,0.213,1.904,Zone,Inshore
16,4,2.00,0.267,14.100,0.999,0.705,0.230,1.934,Zone,Inshore
17,4,2.00,0.283,14.200,0.998,0.710,0.195,1.903,Zone,Inshore
18,4,2.00,0.300,14.300,0.987,0.715,0.142,1.844,Zone,Inshore
19,4,2.00,0.317,14.400,0.966,0.720,0.108,1.794,Zone,Inshore
20,4,2.00,0.333,14.500,0.935,0.725,0.011,1.671,Zone,Inshore
21,5,2.50,0.350,14.600,0.895,0.730,0.028,1.653,Zone,Inshore
22,5,2.50,0.367,14.700,0.846,0.735,0.019,1.599,Zone,Inshore
23,5,2.50,0.383,14.800,0.788,0.740,0.080,1.608,Zone,Inshore
24,5,2.50,0.400,14.900,0.723,0.745,0.160,1.628,Zone,Inshore
25,5,2.50,0.417,15.000,0.650,0.750,0.074,1.474,Zone,Inshore
26,6,3.00,0.433,15.100,0.571,0.755,0.204,1.530,Zone,Inshore
27,6,3.00,0.450,15.200,0.486,0.760,0.136,1.382,Zone,Inshore
28,6,3.00,0.467,15.300,0.397,0.765,0.138,1.300,Zone,Inshore
29,6,3.00,0.483,15.400,0.303,0.770,0.206,1.279,Zone,Inshore
30,6,3.00,0.500,15.500,0.206,0.775,0.005,0.987,Zone,Inshore
31,7,3.50,0.517,15.600,0.108,0.780,0.019,0.906,Zone,Inshore
32,7,3.50,0.533,15.700,0.008,0.785,0.020,0.812,Zone,Inshore
33,7,3.50,0.550,15.800,-0.092,0.790,0.175,0.873,Zone,Inshore
34,7,3.50,0.567,15.900,-0.191,0.795,0.058,0.662,Zone,Inshore
35,7,3.50,0.583,16.000,-0.288,0.800,0.225,0.737,Zone,Inshore
36,8,4.00,0.600,16.100,-0.382,0.805,0.161,0.583,Zone,Inshore
37,8,4.00,0.617,16.200,-0.472,0.810,0.213,0.550,Zone,Inshore
38,8,4.00,0.633,16.300,-0.558,0.815,0.151,0.408,Zone,Inshore
39,8,4.00,0.650,16.400,-0.638,0.820,0.208,0.390,Zone,Inshore
40,8,4.00,0.667,16.500,-0.712,0.825,0.243,0.356,Zone,Inshore
41,9,4.50,0.683,16.600,-0.778,0.830,0.071,0.122,Zone,Inshore
42,9,4.50,0.700,16.700,-0.837,0.835,0.191,0.189,Zone,Inshore
43,9,4.50,0.717,16.800,-0.888,0.840,0.082,0.034,Zone,Inshore
44,9,4.50,0.733,16.900,-0.929,0.845,0.015,-0.070,Zone,Inshore
45,9,4.50,0.750,17.000,-0.961,0.850,0.227,0.115,Zone,Inshore
46,10,5.00,0.767,17.100,-0.984,0.855,0.140,0.010,Zone,Inshore
47,10,5.00,0.783,17.200,-0.997,0.860,0.187,0.050,Zone,Inshore
48,10,5.00,0.800,17.300,-1.000,0.865,0.225,0.091,Zone,Inshore
49,10,5.00,0.817,17.400,-0.993,0.870,0.058,-0.065,Zone,Inshore
50,10,5.00,0.833,17.500,-0.976,0.875,0.056,-0.044,Zone,Inshore
51,11,5.50,0.850,17.600,-0.949,0.880,0.193,0.124,Zone,Inshore
52,11,5.50,0.867,17.700,-0.913,0.885,0.152,0.124,Zone,Inshore
53,11,5.50,0.883,17.800,-0.867,0.890,0.232,0.255,Zone,Inshore
54,11,5.50,0.900,17.900,-0.813,0.895,0.168,0.250,Zone,Inshore
55,11,5.50,0.917,18.000,-0.751,0.900,0.100,0.249,Zone,Inshore
56,12,6.00,0.933,18.100,-0.681,0.905,0.062,0.286,Zone,Inshore
57,12,6.00,0.950,18.200,-0.605,0.910,0.041,0.346,Zone,Inshore
58,12,6.00,0.967,18.300,-0.522,0.915,0.228,0.621,Zone,Inshore
59,12,6.00,0.983,18.400,-0.435,0.920,0.057,0.542,Zone,Inshore
60,12,6.00,1.000,18.500,-0.342,0.925,0.013,0.595,Zone,Inshore
61,12,6.00,1.017,18.600,-0.247,0.930,0.115,0.798,Zone,Inshore
62,1,0.50,1.033,18.700,-0.149,0.935,0.045,0.831,Zone,Inshore
63,12,6.00,1.050,18.800,-0.050,0.940,0.236,1.127,Zone,Inshore
1,1,0.50,0.017,0.100,0.100,0.005,0.244,0.349,Zone,Mid-channel
2,1,0.50,0.033,0.200,0.199,0.010,0.017,0.226,Zone,Mid-channel
3,1,0.50,0.050,0.300,0.296,0.015,0.015,0.325,Zone,Mid-channel
4,1,0.50,0.067,0.400,0.389,0.020,0.223,0.632,Zone,Mid-channel
5,1,0.50,0.083,0.500,0.479,0.025,0.000,0.505,Zone,Mid-channel
6,2,1.00,0.100,0.600,0.565,0.030,0.220,0.815,Zone,Mid-channel
7,2,1.00,0.117,0.700,0.644,0.035,0.244,0.923,Zone,Mid-channel
8,2,1.00,0.133,0.800,0.717,0.040,0.221,0.979,Zone,Mid-channel
9,2,1.00,0.150,0.900,0.783,0.045,0.078,0.906,Zone,Mid-channel
10,2,1.00,0.167,1.000,0.841,0.050,0.190,1.082,Zone,Mid-channel
11,3,1.50,0.183,1.100,0.891,0.055,0.005,0.951,Zone,Mid-channel
12,3,1.50,0.200,1.200,0.932,0.060,0.218,1.210,Zone,Mid-channel
13,3,1.50,0.217,1.300,0.964,0.065,0.134,1.163,Zone,Mid-channel
14,3,1.50,0.233,1.400,0.985,0.070,0.053,1.109,Zone,Mid-channel
15,3,1.50,0.250,1.500,0.997,0.075,0.172,1.244,Zone,Mid-channel
16,4,2.00,0.267,1.600,1.000,0.080,0.032,1.112,Zone,Mid-channel
17,4,2.00,0.283,1.700,0.992,0.085,0.112,1.188,Zone,Mid-channel
18,4,2.00,0.300,1.800,0.974,0.090,0.039,1.103,Zone,Mid-channel
19,4,2.00,0.317,1.900,0.946,0.095,0.005,1.046,Zone,Mid-channel
20,4,2.00,0.333,2.000,0.909,0.100,0.006,1.015,Zone,Mid-channel
21,5,2.50,0.350,2.100,0.863,0.105,0.156,1.124,Zone,Mid-channel
22,5,2.50,0.367,2.200,0.808,0.110,0.216,1.134,Zone,Mid-channel
23,5,2.50,0.383,2.300,0.746,0.115,0.039,0.900,Zone,Mid-channel
24,5,2.50,0.400,2.400,0.675,0.120,0.155,0.950,Zone,Mid-channel
25,5,2.50,0.417,2.500,0.598,0.125,0.243,0.966,Zone,Mid-channel
26,6,3.00,0.433,2.600,0.516,0.130,0.181,0.826,Zone,Mid-channel
27,6,3.00,0.450,2.700,0.427,0.135,0.116,0.678,Zone,Mid-channel
28,6,3.00,0.467,2.800,0.335,0.140,0.216,0.691,Zone,Mid-channel
29,6,3.00,0.483,2.900,0.239,0.145,0.179,0.563,Zone,Mid-channel
30,6,3.00,0.500,3.000,0.141,0.150,0.120,0.411,Zone,Mid-channel
31,7,3.50,0.517,3.100,0.042,0.155,0.076,0.272,Zone,Mid-channel
32,7,3.50,0.533,3.200,-0.058,0.160,0.049,0.151,Zone,Mid-channel
33,7,3.50,0.550,3.300,-0.158,0.165,0.012,0.019,Zone,Mid-channel
34,7,3.50,0.567,3.400,-0.256,0.170,0.134,0.048,Zone,Mid-channel
35,7,3.50,0.583,3.500,-0.351,0.175,0.136,-0.039,Zone,Mid-channel
36,8,4.00,0.600,3.600,-0.443,0.180,0.083,-0.179,Zone,Mid-channel
37,8,4.00,0.617,3.700,-0.530,0.185,0.079,-0.266,Zone,Mid-channel
38,8,4.00,0.633,3.800,-0.612,0.190,0.017,-0.404,Zone,Mid-channel
39,8,4.00,0.650,3.900,-0.688,0.195,0.068,-0.425,Zone,Mid-channel
40,8,4.00,0.667,4.000,-0.757,0.200,0.079,-0.478,Zone,Mid-channel
41,9,4.50,0.683,4.100,-0.818,0.205,0.248,-0.366,Zone,Mid-channel
42,9,4.50,0.700,4.200,-0.872,0.210,0.247,-0.414,Zone,Mid-channel
43,9,4.50,0.717,4.300,-0.916,0.215,0.113,-0.588,Zone,Mid-channel
44,9,4.50,0.733,4.400,-0.952,0.220,0.024,-0.708,Zone,Mid-channel
45,9,4.50,0.750,4.500,-0.978,0.225,0.193,-0.560,Zone,Mid-channel
46,10,5.00,0.767,4.600,-0.994,0.230,0.225,-0.539,Zone,Mid-channel
47,10,5.00,0.783,4.700,-1.000,0.235,0.046,-0.719,Zone,Mid-channel
48,10,5.00,0.800,4.800,-0.996,0.240,0.186,-0.570,Zone,Mid-channel
49,10,5.00,0.817,4.900,-0.982,0.245,0.212,-0.526,Zone,Mid-channel
50,10,5.00,0.833,5.000,-0.959,0.250,0.009,-0.700,Zone,Mid-channel
51,11,5.50,0.850,5.100,-0.926,0.255,0.140,-0.531,Zone,Mid-channel
52,11,5.50,0.867,5.200,-0.883,0.260,0.125,-0.498,Zone,Mid-channel
53,11,5.50,0.883,5.300,-0.832,0.265,0.194,-0.373,Zone,Mid-channel
54,11,5.50,0.900,5.400,-0.773,0.270,0.174,-0.329,Zone,Mid-channel
55,11,5.50,0.917,5.500,-0.706,0.275,0.191,-0.239,Zone,Mid-channel
56,12,6.00,0.933,5.600,-0.631,0.280,0.234,-0.117,Zone,Mid-channel
57,12,6.00,0.950,5.700,-0.551,0.285,0.090,-0.175,Zone,Mid-channel
58,12,6.00,0.967,5.800,-0.465,0.290,0.246,0.072,Zone,Mid-channel
59,12,6.00,0.983,5.900,-0.374,0.295,0.236,0.157,Zone,Mid-channel
60,12,6.00,1.000,6.000,-0.279,0.300,0.132,0.152,Zone,Mid-channel
61,12,6.00,1.017,6.100,-0.182,0.305,0.231,0.354,Zone,Mid-channel
62,1,0.50,1.033,6.200,-0.083,0.310,0.060,0.287,Zone,Mid-channel
1,1,0.50,0.017,6.300,0.017,0.315,0.007,0.338,Zone,Mid-channel
2,1,0.50,0.033,6.400,0.117,0.320,0.063,0.499,Zone,Mid-channel
3,1,0.50,0.050,6.500,0.215,0.325,0.036,0.576,Zone,Mid-channel
4,1,0.50,0.067,6.600,0.312,0.330,0.185,0.826,Zone,Mid-channel
5,1,0.50,0.083,6.700,0.405,0.335,0.144,0.884,Zone,Mid-channel
6,2,1.00,0.100,6.800,0.494,0.340,0.188,1.023,Zone,Mid-channel
7,2,1.00,0.117,6.900,0.578,0.345,0.113,1.037,Zone,Mid-channel
8,2,1.00,0.133,7.000,0.657,0.350,0.201,1.208,Zone,Mid-channel
9,2,1.00,0.150,7.100,0.729,0.355,0.158,1.242,Zone,Mid-channel
10,2,1.00,0.167,7.200,0.794,0.360,0.205,1.359,Zone,Mid-channel
11,3,1.50,0.183,7.300,0.850,0.365,0.132,1.347,Zone,Mid-channel
12,3,1.50,0.200,7.400,0.899,0.370,0.163,1.432,Zone,Mid-channel
13,3,1.50,0.217,7.500,0.938,0.375,0.069,1.382,Zone,Mid-channel
14,3,1.50,0.233,7.600,0.968,0.380,0.180,1.528,Zone,Mid-channel
15,3,1.50,0.250,7.700,0.988,0.385,0.245,1.618,Zone,Mid-channel
16,4,2.00,0.267,7.800,0.999,0.390,0.195,1.584,Zone,Mid-channel
17,4,2.00,0.283,7.900,0.999,0.395,0.189,1.583,Zone,Mid-channel
18,4,2.00,0.300,8.000,0.989,0.400,0.156,1.545,Zone,Mid-channel
19,4,2.00,0.317,8.100,0.970,0.405,0.046,1.421,Zone,Mid-channel
20,4,2.00,0.333,8.200,0.941,0.410,0.139,1.490,Zone,Mid-channel
21,5,2.50,0.350,8.300,0.902,0.415,0.026,1.343,Zone,Mid-channel
22,5,2.50,0.367,8.400,0.855,0.420,0.031,1.305,Zone,Mid-channel
23,5,2.50,0.383,8.500,0.798,0.425,0.080,1.304,Zone,Mid-channel
24,5,2.50,0.400,8.600,0.734,0.430,0.232,1.396,Zone,Mid-channel
25,5,2.50,0.417,8.700,0.663,0.435,0.106,1.204,Zone,Mid-channel
26,6,3.00,0.433,8.800,0.585,0.440,0.037,1.062,Zone,Mid-channel
27,6,3.00,0.450,8.900,0.501,0.445,0.004,0.950,Zone,Mid-channel
28,6,3.00,0.467,9.000,0.412,0.450,0.053,0.915,Zone,Mid-channel
29,6,3.00,0.483,9.100,0.319,0.455,0.013,0.787,Zone,Mid-channel
30,6,3.00,0.500,9.200,0.223,0.460,0.071,0.754,Zone,Mid-channel
31,7,3.50,0.517,9.300,0.124,0.465,0.170,0.759,Zone,Mid-channel
32,7,3.50,0.533,9.400,0.025,0.470,0.021,0.516,Zone,Mid-channel
33,7,3.50,0.550,9.500,-0.075,0.475,0.205,0.605,Zone,Mid-channel
34,7,3.50,0.567,9.600,-0.174,0.480,0.055,0.361,Zone,Mid-channel
35,7,3.50,0.583,9.700,-0.272,0.485,0.231,0.444,Zone,Mid-channel
36,8,4.00,0.600,9.800,-0.366,0.490,0.163,0.287,Zone,Mid-channel
37,8,4.00,0.617,9.900,-0.458,0.495,0.010,0.048,Zone,Mid-channel
38,8,4.00,0.633,10.000,-0.544,0.500,0.000,-0.044,Zone,Mid-channel
39,8,4.00,0.650,10.100,-0.625,0.505,0.032,-0.088,Zone,Mid-channel
40,8,4.00,0.667,10.200,-0.700,0.510,0.050,-0.139,Zone,Mid-channel
41,9,4.50,0.683,10.300,-0.768,0.515,0.214,-0.039,Zone,Mid-channel
42,9,4.50,0.700,10.400,-0.828,0.520,0.086,-0.222,Zone,Mid-channel
43,9,4.50,0.717,10.500,-0.880,0.525,0.154,-0.201,Zone,Mid-channel
44,9,4.50,0.733,10.600,-0.923,0.530,0.190,-0.202,Zone,Mid-channel
45,9,4.50,0.750,10.700,-0.957,0.535,0.182,-0.239,Zone,Mid-channel
46,10,5.00,0.767,10.800,-0.981,0.540,0.215,-0.226,Zone,Mid-channel
47,10,5.00,0.783,10.900,-0.995,0.545,0.115,-0.336,Zone,Mid-channel
48,10,5.00,0.800,11.000,-1.000,0.550,0.062,-0.388,Zone,Mid-channel
49,10,5.00,0.817,11.100,-0.995,0.555,0.044,-0.395,Zone,Mid-channel
50,10,5.00,0.833,11.200,-0.979,0.560,0.087,-0.332,Zone,Mid-channel
51,11,5.50,0.850,11.300,-0.954,0.565,0.216,-0.173,Zone,Mid-channel
52,11,5.50,0.867,11.400,-0.919,0.570,0.199,-0.150,Zone,Mid-channel
53,11,5.50,0.883,11.500,-0.875,0.575,0.173,-0.127,Zone,Mid-channel
54,11,5.50,0.900,11.600,-0.823,0.580,0.011,-0.232,Zone,Mid-channel
55,11,5.50,0.917,11.700,-0.762,0.585,0.248,0.071,Zone,Mid-channel
56,12,6.00,0.933,11.800,-0.694,0.590,0.029,-0.075,Zone,Mid-channel
57,12,6.00,0.950,11.900,-0.618,0.595,0.017,-0.006,Zone,Mid-channel
58,12,6.00,0.967,12.000,-0.537,0.600,0.045,0.108,Zone,Mid-channel
59,12,6.00,0.983,12.100,-0.450,0.605,0.181,0.336,Zone,Mid-channel
60,12,6.00,1.000,12.200,-0.358,0.610,0.181,0.432,Zone,Mid-channel
61,12,6.00,1.017,12.300,-0.263,0.615,0.185,0.537,Zone,Mid-channel
62,1,0.50,1.033,12.400,-0.166,0.620,0.096,0.550,Zone,Mid-channel
63,12,6.00,1.050,12.500,-0.066,0.625,0.232,0.790,Zone,Mid-channel
1,1,0.50,0.017,12.600,0.034,0.630,0.074,0.737,Zone,Mid-channel
2,1,0.50,0.033,12.700,0.133,0.635,0.022,0.790,Zone,Mid-channel
3,1,0.50,0.050,12.800,0.232,0.640,0.035,0.907,Zone,Mid-channel
4,1,0.50,0.067,12.900,0.327,0.645,0.191,1.163,Zone,Mid-channel
5,1,0.50,0.083,13.000,0.420,0.650,0.196,1.266,Zone,Mid-channel
6,2,1.00,0.100,13.100,0.509,0.655,0.201,1.364,Zone,Mid-channel
7,2,1.00,0.117,13.200,0.592,0.660,0.161,1.413,Zone,Mid-channel
8,2,1.00,0.133,13.300,0.670,0.665,0.207,1.542,Zone,Mid-channel
9,2,1.00,0.150,13.400,0.740,0.670,0.011,1.422,Zone,Mid-channel
10,2,1.00,0.167,13.500,0.804,0.675,0.065,1.544,Zone,Mid-channel
11,3,1.50,0.183,13.600,0.859,0.680,0.057,1.596,Zone,Mid-channel
12,3,1.50,0.200,13.700,0.906,0.685,0.186,1.777,Zone,Mid-channel
13,3,1.50,0.217,13.800,0.944,0.690,0.004,1.638,Zone,Mid-channel
14,3,1.50,0.233,13.900,0.972,0.695,0.194,1.861,Zone,Mid-channel
15,3,1.50,0.250,14.000,0.991,0.700,0.094,1.785,Zone,Mid-channel
16,4,2.00,0.267,14.100,0.999,0.705,0.020,1.725,Zone,Mid-channel
17,4,2.00,0.283,14.200,0.998,0.710,0.111,1.819,Zone,Mid-channel
18,4,2.00,0.300,14.300,0.987,0.715,0.245,1.947,Zone,Mid-channel
19,4,2.00,0.317,14.400,0.966,0.720,0.217,1.903,Zone,Mid-channel
20,4,2.00,0.333,14.500,0.935,0.725,0.172,1.832,Zone,Mid-channel
21,5,2.50,0.350,14.600,0.895,0.730,0.228,1.852,Zone,Mid-channel
22,5,2.50,0.367,14.700,0.846,0.735,0.118,1.699,Zone,Mid-channel
23,5,2.50,0.383,14.800,0.788,0.740,0.067,1.595,Zone,Mid-channel
24,5,2.50,0.400,14.900,0.723,0.745,0.134,1.602,Zone,Mid-channel
25,5,2.50,0.417,15.000,0.650,0.750,0.213,1.613,Zone,Mid-channel
26,6,3.00,0.433,15.100,0.571,0.755,0.023,1.349,Zone,Mid-channel
27,6,3.00,0.450,15.200,0.486,0.760,0.094,1.340,Zone,Mid-channel
28,6,3.00,0.467,15.300,0.397,0.765,0.216,1.378,Zone,Mid-channel
29,6,3.00,0.483,15.400,0.303,0.770,0.130,1.203,Zone,Mid-channel
30,6,3.00,0.500,15.500,0.206,0.775,0.058,1.040,Zone,Mid-channel
31,7,3.50,0.517,15.600,0.108,0.780,0.168,1.056,Zone,Mid-channel
32,7,3.50,0.533,15.700,0.008,0.785,0.055,0.847,Zone,Mid-channel
33,7,3.50,0.550,15.800,-0.092,0.790,0.005,0.703,Zone,Mid-channel
34,7,3.50,0.567,15.900,-0.191,0.795,0.176,0.780,Zone,Mid-channel
35,7,3.50,0.583,16.000,-0.288,0.800,0.102,0.614,Zone,Mid-channel
36,8,4.00,0.600,16.100,-0.382,0.805,0.068,0.491,Zone,Mid-channel
37,8,4.00,0.617,16.200,-0.472,0.810,0.146,0.483,Zone,Mid-channel
38,8,4.00,0.633,16.300,-0.558,0.815,0.076,0.333,Zone,Mid-channel
39,8,4.00,0.650,16.400,-0.638,0.820,0.018,0.200,Zone,Mid-channel
40,8,4.00,0.667,16.500,-0.712,0.825,0.053,0.167,Zone,Mid-channel
41,9,4.50,0.683,16.600,-0.778,0.830,0.243,0.295,Zone,Mid-channel
42,9,4.50,0.700,16.700,-0.837,0.835,0.188,0.186,Zone,Mid-channel
43,9,4.50,0.717,16.800,-0.888,0.840,0.005,-0.042,Zone,Mid-channel
44,9,4.50,0.733,16.900,-0.929,0.845,0.009,-0.075,Zone,Mid-channel
45,9,4.50,0.750,17.000,-0.961,0.850,0.119,0.008,Zone,Mid-channel
46,10,5.00,0.767,17.100,-0.984,0.855,0.131,0.002,Zone,Mid-channel
47,10,5.00,0.783,17.200,-0.997,0.860,0.124,-0.013,Zone,Mid-channel
48,10,5.00,0.800,17.300,-1.000,0.865,0.123,-0.012,Zone,Mid-channel
49,10,5.00,0.817,17.400,-0.993,0.870,0.049,-0.074,Zone,Mid-channel
50,10,5.00,0.833,17.500,-0.976,0.875,0.042,-0.058,Zone,Mid-channel
51,11,5.50,0.850,17.600,-0.949,0.880,0.054,-0.015,Zone,Mid-channel
52,11,5.50,0.867,17.700,-0.913,0.885,0.240,0.212,Zone,Mid-channel
53,11,5.50,0.883,17.800,-0.867,0.890,0.112,0.135,Zone,Mid-channel
54,11,5.50,0.900,17.900,-0.813,0.895,0.241,0.323,Zone,Mid-channel
55,11,5.50,0.917,18.000,-0.751,0.900,0.229,0.378,Zone,Mid-channel
56,12,6.00,0.933,18.100,-0.681,0.905,0.026,0.249,Zone,Mid-channel
57,12,6.00,0.950,18.200,-0.605,0.910,0.154,0.459,Zone,Mid-channel
58,12,6.00,0.967,18.300,-0.522,0.915,0.195,0.588,Zone,Mid-channel
59,12,6.00,0.983,18.400,-0.435,0.920,0.218,0.703,Zone,Mid-channel
60,12,6.00,1.000,18.500,-0.342,0.925,0.226,0.809,Zone,Mid-channel
61,12,6.00,1.017,18.600,-0.247,0.930,0.197,0.880,Zone,Mid-channel
62,1,0.50,1.033,18.700,-0.149,0.935,0.170,0.956,Zone,Mid-channel
63,12,6.00,1.050,18.800,-0.050,0.940,0.180,1.070,Zone,Mid-channel
1,1,0.50,0.017,0.100,0.100,0.005,0.136,0.241,Zone,Offshore
2,1,0.50,0.033,0.200,0.199,0.010,0.007,0.215,Zone,Offshore
3,1,0.50,0.050,0.300,0.296,0.015,0.065,0.375,Zone,Offshore
4,1,0.50,0.067,0.400,0.389,0.020,0.044,0.454,Zone,Offshore
5,1,0.50,0.083,0.500,0.479,0.025,0.212,0.716,Zone,Offshore
6,2,1.00,0.100,0.600,0.565,0.030,0.163,0.758,Zone,Offshore
7,2,1.00,0.117,0.700,0.644,0.035,0.244,0.923,Zone,Offshore
8,2,1.00,0.133,0.800,0.717,0.040,0.063,0.821,Zone,Offshore
9,2,1.00,0.150,0.900,0.783,0.045,0.213,1.042,Zone,Offshore
10,2,1.00,0.167,1.000,0.841,0.050,0.022,0.913,Zone,Offshore
11,3,1.50,0.183,1.100,0.891,0.055,0.011,0.958,Zone,Offshore
12,3,1.50,0.200,1.200,0.932,0.060,0.179,1.171,Zone,Offshore
13,3,1.50,0.217,1.300,0.964,0.065,0.036,1.064,Zone,Offshore
14,3,1.50,0.233,1.400,0.985,0.070,0.166,1.221,Zone,Offshore
15,3,1.50,0.250,1.500,0.997,0.075,0.023,1.096,Zone,Offshore
16,4,2.00,0.267,1.600,1.000,0.080,0.160,1.240,Zone,Offshore
17,4,2.00,0.283,1.700,0.992,0.085,0.124,1.201,Zone,Offshore
18,4,2.00,0.300,1.800,0.974,0.090,0.078,1.142,Zone,Offshore
19,4,2.00,0.317,1.900,0.946,0.095,0.209,1.250,Zone,Offshore
20,4,2.00,0.333,2.000,0.909,0.100,0.040,1.049,Zone,Offshore
21,5,2.50,0.350,2.100,0.863,0.105,0.194,1.162,Zone,Offshore
22,5,2.50,0.367,2.200,0.808,0.110,0.081,0.999,Zone,Offshore
23,5,2.50,0.383,2.300,0.746,0.115,0.159,1.020,Zone,Offshore
24,5,2.50,0.400,2.400,0.675,0.120,0.213,1.008,Zone,Offshore
25,5,2.50,0.417,2.500,0.598,0.125,0.036,0.759,Zone,Offshore
26,6,3.00,0.433,2.600,0.516,0.130,0.209,0.855,Zone,Offshore
27,6,3.00,0.450,2.700,0.427,0.135,0.093,0.655,Zone,Offshore
28,6,3.00,0.467,2.800,0.335,0.140,0.060,0.535,Zone,Offshore
29,6,3.00,0.483,2.900,0.239,0.145,0.232,0.616,Zone,Offshore
30,6,3.00,0.500,3.000,0.141,0.150,0.160,0.451,Zone,Offshore
31,7,3.50,0.517,3.100,0.042,0.155,0.222,0.418,Zone,Offshore
32,7,3.50,0.533,3.200,-0.058,0.160,0.110,0.212,Zone,Offshore
33,7,3.50,0.550,3.300,-0.158,0.165,0.118,0.126,Zone,Offshore
34,7,3.50,0.567,3.400,-0.256,0.170,0.075,-0.010,Zone,Offshore
35,7,3.50,0.583,3.500,-0.351,0.175,0.011,-0.165,Zone,Offshore
36,8,4.00,0.600,3.600,-0.443,0.180,0.138,-0.125,Zone,Offshore
37,8,4.00,0.617,3.700,-0.530,0.185,0.125,-0.219,Zone,Offshore
38,8,4.00,0.633,3.800,-0.612,0.190,0.151,-0.271,Zone,Offshore
39,8,4.00,0.650,3.900,-0.688,0.195,0.152,-0.340,Zone,Offshore
40,8,4.00,0.667,4.000,-0.757,0.200,0.141,-0.415,Zone,Offshore
41,9,4.50,0.683,4.100,-0.818,0.205,0.045,-0.568,Zone,Offshore
42,9,4.50,0.700,4.200,-0.872,0.210,0.241,-0.420,Zone,Offshore
43,9,4.50,0.717,4.300,-0.916,0.215,0.071,-0.631,Zone,Offshore
44,9,4.50,0.733,4.400,-0.952,0.220,0.117,-0.614,Zone,Offshore
45,9,4.50,0.750,4.500,-0.978,0.225,0.025,-0.728,Zone,Offshore
46,10,5.00,0.767,4.600,-0.994,0.230,0.182,-0.582,Zone,Offshore
47,10,5.00,0.783,4.700,-1.000,0.235,0.098,-0.667,Zone,Offshore
48,10,5.00,0.800,4.800,-0.996,0.240,0.222,-0.534,Zone,Offshore
49,10,5.00,0.817,4.900,-0.982,0.245,0.248,-0.490,Zone,Offshore
50,10,5.00,0.833,5.000,-0.959,0.250,0.068,-0.641,Zone,Offshore
51,11,5.50,0.850,5.100,-0.926,0.255,0.000,-0.670,Zone,Offshore
52,11,5.50,0.867,5.200,-0.883,0.260,0.036,-0.588,Zone,Offshore
53,11,5.50,0.883,5.300,-0.832,0.265,0.145,-0.422,Zone,Offshore
54,11,5.50,0.900,5.400,-0.773,0.270,0.168,-0.335,Zone,Offshore
55,11,5.50,0.917,5.500,-0.706,0.275,0.156,-0.275,Zone,Offshore
56,12,6.00,0.933,5.600,-0.631,0.280,0.083,-0.269,Zone,Offshore
